Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2024-25,2025-02-07,14904ca8-575f-40bc-ae8f-22428405673f,Woolworths,407.95,Gift cards,Employee Benefits,85,Section 8-1,407.95,No,No,95,"The purchase of gift cards does not relate to any R&D activity. There is no indication of systematic experimentation, generation of new knowledge, or ",YES - REVIEW,No,Yes,"Need to determine the purpose of the gift cards. If provided to employees, FBT may apply. If provided to clients, entertainment limitations may apply. Substantiation is required to support the deducti"
FY2024-25,2025-06-11,203b54f7-c460-476b-9890-75f880e00a5f,Resimac Asset Finance,10494.69,"Final loan settlement payment for 904ZPS
Password to open file 85151794142",Finance,95,Non-Deductible,0,No,No,95,The transaction relates to a loan settlement payment. There is no indication of any R&D activity.,No,No,Yes,"Loan documentation should be retained.; The deductibility of interest expenses related to the loan depends on the asset acquired with the loan. If the asset is used to generate assessable income, the "
FY2024-25,2025-03-05,3c03fb9c-fa6d-4097-b4e6-5f3b1cc3cbba,AVG Technologies,114.99,,Software,95,Section 8-1,114.99,Yes,No,85,"The transaction description 'from AVG Technologies' suggests a purchase of software, likely for antivirus or similar purposes. There is no indication ",No,No,Yes,Confirm business use of software. Retain invoice as proof of purchase.
FY2024-25,2025-03-13,bd3efb20-3878-4837-a0d7-9e6523514765,Bunnings,975.15,,Hardware,70,Section 8-1,975.15,Yes,No,60,The transaction description 'from Bunnings' does not provide sufficient information to determine if the purchase relates to R&D activities. There is n,No,No,Yes,Requires receipt from Bunnings to verify the nature of the purchase.; Determine if any portion of the purchase was for private use and adjust the claimable amount accordingly.
FY2024-25,2025-03-18,aea7a9dd-01cf-49c7-9817-f2bbed1eb7b6,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,90,Toll payments are for transportation and do not inherently involve R&D activities. There is no indication of experimental activities or generation of ,No,No,Yes,"Ensure adequate documentation (receipts) is retained to support the deduction.; Determine if any private use component exists. If so, only the business portion is deductible."
FY2024-25,2025-02-03,c2d91537-c9f1-405e-9c07-e43fe9ece8ee,Multipli,407,Phone system,Software,90,Section 8-1,407,Yes,No,90,Purchasing a phone system is unlikely to meet the R&D criteria. It appears to be a standard business purchase.,No,No,Yes,
FY2024-25,2024-08-20,583e5135-adb7-483d-b83e-d2f6f73fa938,MTA Travel,953.02,Travel Insurance,Travel,95,Section 8-1,953.02,Yes,No,90,Travel insurance is a standard expense and does not involve R&D activities.,No,No,Yes,Ensure travel is wholly and exclusively for business purposes.
FY2024-25,2025-02-03,355204d0-7e15-420b-af6f-7fa5b01ee4d6,Westpac Bank,10,Monthly plan fee ,Financial Services,95,Section 8-1,10,Yes,No,95,Monthly plan fees are a standard business expense and do not relate to R&D activities.,No,No,Yes,Receipt required for substantiation.
FY2024-25,2025-02-02,17ade8e4-349a-4ce2-9c88-abe43cc5f90a,MongoDB,323.98,Web storage??,Software,90,Section 8-1,323.98,Yes,No,60,The description 'Web storage??' is vague and doesn't provide enough information to determine if the activity meets the R&D criteria. It's likely a sta,No,No,Yes,Requires receipt from MongoDB to substantiate the expense.
FY2023-24,2023-12-31,c492bc65-2ecb-4e3f-b6d9-ca101b614bdc,BP Australia Pty Ltd,2936.12,"Rego: 505XOJ,
Summary Total",Fuel,95,Section 8-1,2936.12,Yes,No,90,The transaction relates to fuel purchases for vehicles. There is no indication of R&D activity based on the provided information.,No,No,Yes,Ensure logbooks are maintained to substantiate business use percentage of vehicles.; Review for potential private use component.
FY2023-24,2023-11-20,f9a1888d-3260-4c93-9faf-a906144038af,AJ Grant Restorations Pty Ltd,99,Report Fee,Professional Services,85,Section 8-1,99,Yes,No,70,The transaction is for a 'Report Fee'. There is no indication that the report involved R&D activities. It is likely a standard assessment or valuation,No,No,Yes,Ensure invoice/receipt is retained as evidence of expense.
FY2024-25,2024-07-08,6e63641b-6cbd-4974-a406-29c1d3b5935d,Bunnings,77.71,Warehouse consumables,Consumables,95,Section 8-1,77.71,Yes,No,90,The transaction description 'Warehouse consumables' does not suggest any R&D activity. It appears to be a standard purchase of supplies for warehouse ,No,No,Yes,
FY2024-25,2024-08-16,28b7caac-b142-4cde-b4bb-617aecb6042f,,15000,Bank Transfer to Westpac Everyday Banking.,Financial Transaction,95,Section 8-1,0,No,No,90,Insufficient information to determine R&D eligibility. The description 'Bank Transfer to Westpac Everyday Banking' provides no details about the natur,No,No,Yes,Requires documentation to determine the nature of the expense and its deductibility. Need to understand what the bank transfer was for.
FY2024-25,2025-05-24,f79caf1a-b002-4930-b003-7aec09713008,Semrush,562.49,Marketing and SEO,Marketing,95,Section 8-1,562.49,Yes,No,90,"The transaction relates to 'Marketing and SEO' services provided by Semrush. While SEO strategies can involve experimentation, the description does no",No,No,Yes,Ensure invoice and proof of payment are retained.; Confirm expense is wholly and exclusively for business purposes.
FY2024-25,2025-03-27,75b01884-c8ec-49b1-8f50-8d2ffbdb87d3,Disaster Recovery,2091.76,Management Fee,Professional Services,85,Section 8-1,2091.76,Yes,No,75,The description 'Disaster Recovery - Management Fee' does not provide sufficient information to determine if the activity meets the R&D criteria. It a,No,No,Yes,Ensure invoice and contract details are retained to support the deduction.; Confirm the expense is wholly and exclusively for business purposes.
FY2024-25,2025-02-27,1b5ec29d-2810-4456-99ca-1e2d298551a4,Angle Finance,184.32,Monthly phone system rental,Telecommunications,95,Section 8-1,184.32,Yes,No,90,Monthly phone system rental is unlikely to meet the R&D criteria as it is a standard business expense and does not involve experimental activities.,No,No,Yes,
FY2024-25,2024-08-22,a5c441aa-4061-4402-8aa2-c49b3fd0f6a5,Wages,10596.93,Wages WE 210824,Wages,95,Section 8-1,10596.93,Yes,No,70,The transaction description 'Wages WE 210824' provides insufficient information to determine if the wages relate to R&D activities. There is no indica,No,No,Yes,"Requires timesheets or other documentation to support the deductibility of wages.; Need to confirm that the wages are not subject to FBT (e.g., if they include benefits).; Ensure PAYG withholding obli"
FY2023-24,2024-01-10,7acfd62b-2c86-4b23-b63d-0c8ef9766f57,Ascora - Ascentech Pty Ltd T/as ASC Software,445.06,Ascora Subscription,Software,95,Section 8-1,445.06,Yes,No,80,The transaction is for a software subscription. There is no indication that this subscription is directly related to R&D activities or that it contrib,No,No,Yes,Ensure invoice is retained as evidence of the expense.
FY2023-24,2024-01-15,331046a3-7e04-44e5-917f-d89d24bc0fa7,Hubify Communications,335.5,Office landlines ,Telecommunications,95,Section 8-1,335.5,Yes,No,90,The transaction relates to standard office landline services. There is no indication of R&D activity based on the provided information.,No,No,Yes,Requires receipt for substantiation.
FY2023-24,2024-01-08,df1765c3-0ceb-48cd-aa73-bc3760c46adf,Time Out Computers Australia PTY LTD,41.25,"08 Jan 2024
Task/Ticket: Email address change for Rohan & Seth and
license
T20240108.0012
Summary No",Software,90,Section 8-1,41.25,Yes,No,95,The transaction relates to routine IT support and software licensing. It does not involve experimental activities or the generation of new knowledge. ,No,No,Yes,Requires receipt from Time Out Computers Australia PTY LTD.
FY2024-25,2025-02-04,93660da9-1476-4453-9706-124bf4e09362,Anthropic,150.43,Ai Phill,Software,75,Section 8-1,150.43,Yes,Yes,60,"While the use of AI tools *could* potentially be related to R&D, the description 'Ai Phill' is too vague to determine if the four elements of Division",No,No,Yes,Need to understand the nature of 'Ai Phill' to confirm deductibility and R&D eligibility. Request invoice and description of services provided.
FY2024-25,2024-08-20,f8202060-d61e-43a1-b3e7-385ba8f5aa86,Bank fee,0.88,Bank charges,Financial Services,95,Section 8-1,0.88,Yes,No,95,Bank charges are a standard business expense and do not relate to R&D activities.,No,No,Yes,Retain bank statement as supporting documentation.
FY2024-25,2024-07-22,701cbc54-c137-4460-9a96-937f2ba97222,Bunnings,14.7,Ben Morrish - Filler and Sanding Block,Materials,95,Section 8-1,14.7,Yes,No,90,"The purchase of filler and a sanding block from Bunnings does not suggest R&D activities. There is no indication of experimentation, hypothesis testin",No,No,Yes,
FY2024-25,2025-02-25,8814ee15-118e-488f-b449-0b3e0434888c,Anthropic,875.94,Ai Phill,Software,75,Section 8-1,875.94,Yes,Yes,60,"While the transaction involves AI, it's unclear if the purchase of 'Ai Phill' constitutes R&D. There's no information to suggest the four elements of ",No,No,Yes,Need to verify the nature of 'Ai Phill' to confirm deductibility. Ensure invoice is retained.
FY2024-25,2025-04-09,6aca7e5b-e5e8-4e40-a6f5-f40ce06533ad,,3911.37,Bank Transfer to American Express .,Unknown,50,Section 8-1,0,No,No,50,Insufficient information to determine R&D eligibility. The transaction description 'Bank Transfer to American Express' provides no details about the n,No,No,Yes,Need to obtain the American Express statement to determine the underlying expenses.; Scrutinize for potential entertainment expenses.
FY2023-24,2023-12-28,60569486-9a57-4b89-8012-0378200b74d7,Ehlerth Electrical,302.5,"JOB14707 TRAVIS STEPHENS - 140 NORMANHURST ROAD, BOONDALL
Job Name: AJ - Stephens - Boondall - HH058",Repairs & Maintenance,85,Section 8-1,302.5,Yes,No,90,The transaction relates to electrical work at a specific address. There is no indication of R&D activities based on the provided information.,No,No,Yes,"Ensure invoice/receipt is retained as evidence of the expense.; Confirm the expense relates to business premises and not a private residence. If private use exists, the claimable amount needs to be ad"
FY2023-24,2023-12-15,dd7c79d4-05b3-4fc0-9915-d3fe452e6131,Mark Olsen Private Buyer,24000,664XQB Sale,Sales,95,N/A,0,No,No,90,"The transaction is a sale, not an R&D activity. There is no indication of any R&D activity based on the provided information.",No,No,Yes,"Ensure proper documentation of the sale is maintained (e.g., invoice, contract).; Verify the nature of the item sold (664XQB) to determine if GST applies."
FY2023-24,2023-12-29,5ede35d9-b07d-4bd9-bc81-07291b85e03f,Manatech Property Services,1815,"JOB14686 TANIA & SIMON MOORE PAECH - 12 BODIAM COURT, STRATHPINE
Job Name: Crawco - Paech - Strathpi",Professional Services,85,Section 8-1,1815,Yes,No,70,The transaction relates to property services for a disaster recovery job. There is no indication that the work involves experimental activities or aim,No,No,Yes,
FY2023-24,2024-05-15,6e47a8dd-24ec-4317-9125-e22143b4c360,Litmas,231,"JOB15047 CBC - 46 MATILDA STREET, BURLEIGH HEADS, BURLEIGH HEADS
Job Name: Private - CBC - Burleigh ",Professional Services,70,Section 8-1,231,Yes,No,60,"The transaction description lacks details to suggest R&D activities. It appears to be related to a job at a private residence, likely construction or ",No,No,Yes,
FY2024-25,2025-02-12,239dc5ec-d5a3-49b3-943e-0eb70c9ab700,Anthropic,149.85,Ai Phill,Software,75,Section 8-1,149.85,Yes,Yes,60,"The description 'Ai Phill' suggests a software or AI-related service. While potentially innovative, there's insufficient information to determine if i",No,No,Yes,"Need to confirm the nature of 'Ai Phill' to ensure it is wholly for business purposes. If it has a private use component, the deduction will need to be apportioned."
FY2023-24,2023-12-22,419fbb6d-6569-4aff-a06d-8ae3ec694b30,Australia Post - Forest Lake,14.4,Keys postage to Van buyers,Postage,95,Section 8-1,14.4,Yes,No,90,Postage of keys to van buyers does not constitute R&D activity. It is a standard business operation.,No,No,Yes,
FY2023-24,2024-01-15,f26fc94a-3e0a-423b-9994-5559a8c939de,Bank fee,1.1,Bank charges,Financial Services,95,Section 8-1,1.1,Yes,No,95,Bank charges are a standard business expense and do not involve R&D activities.,No,No,Yes,Retain bank statement as supporting documentation.
FY2023-24,2024-01-18,5ebced3c-637f-4103-8679-734e229b0289,Wages,12446.56,Wages WE 170124,Wages,95,Section 8-1,12446.56,Yes,No,80,Insufficient information to determine if wages relate to R&D activities. The description 'Wages WE 170124' provides no indication of R&D involvement.,No,No,Yes,Requires timesheets or other documentation to support the wage expense.; Ensure wages are reasonable for the work performed.
FY2024-25,2025-02-28,f7cb3138-dd22-499d-bdd9-14147ccf232d,Anthropic,147.94,Ai,Software,75,Section 8-1,147.94,Yes,Yes,60,"The transaction description 'from Anthropic - Ai' and line item 'Ai' suggests potential R&D activity related to Artificial Intelligence. However, ther",No,No,Yes,Requires invoice/receipt for substantiation.; Further investigation needed to determine the exact nature of the AI service provided by Anthropic to assess potential R&D eligibility.
FY2024-25,2024-11-04,319d5c7c-25d2-4869-99d0-d35d36b5a041,My Sparky Mate,308,"20-2 Skye Court
New Beith QLD 4124",Professional Services,85,Section 8-1,308,Yes,No,90,"Based on the limited information, this appears to be a standard electrical service. There is no indication of experimental activities or generation of",No,No,Yes,
FY2024-25,2024-07-09,25e21cea-2e31-4e29-8cae-415fb2a0b9a3,Ipswich Embroidery,80,Drill Pant  (on invoice),Clothing,95,Section 8-1,80,Yes,No,90,"The purchase of drill pants does not suggest any R&D activity. There is no indication of experimentation, hypothesis testing, or generation of new kno",No,No,Yes,
FY2024-25,2024-08-16,55d92d76-39e0-405f-bea8-9abfca422586,Bank fee,1.1,Bank charges,Financial Services,95,Section 8-1,1.1,Yes,No,95,Bank charges are a standard business expense and do not involve R&D activities.,No,No,Yes,Retain bank statement as supporting documentation.
